ID,Nickname,AvatarName,Category,Comment,Author,AvatarURL,SourceURL,EntryType,DisplaySerial,BoothURL
0011,슈퍼 범용 Akyo,スーパー汎用Akyo,"초코민트류,기믹・특수","기본 Akyo 보급을 향한 마음에서 탄생한 다기능 Akyo. 표정, 펜, 비행, 수면, 업기 등 다양한 기능 사용 가능",nekononomicon,https://vrchat.com/home/avatar/avtr_e861e3c4-5227-4b65-8d1a-813d9f6fcffe,https://vrchat.com/home/avatar/avtr_e861e3c4-5227-4b65-8d1a-813d9f6fcffe,avatar,0011,
0012,슈퍼 스태프 Akyo,スーパースタッフAkyo,"초코민트류,기믹・특수",Akyo 이벤트 스태프용 Akyo. 보안상 스태프 기능은 평소 잠겨 있다.,nekononomicon,https://vrchat.com/home/avatar/avtr_83cb1a9e-9997-4f97-b737-83be2daa62c5,https://vrchat.com/home/avatar/avtr_83cb1a9e-9997-4f97-b737-83be2daa62c5,avatar,0012,
0013,슈퍼 워프 Akyo,スーパーワープAkyo,"초코민트류,기믹・특수",워프를 배운 Akyo. Quest의 경우 PC 유저에게 업히면 워프할 수 있다,nekononomicon,https://vrchat.com/home/avatar/avtr_0f22cd8e-2cb8-408c-8308-8d5fa2d11dcb,https://vrchat.com/home/avatar/avtr_0f22cd8e-2cb8-408c-8308-8d5fa2d11dcb,avatar,0013,
0014,슈퍼 플라잉 운송 Akyo,スーパーフライング運送Akyo,"초코민트류,기믹・특수",플라잉 운송을 배운 Akyo. 상자 뚜껑을 여닫을 수 있다. 슈퍼 운송 Akyo도 있다고 한다,nekononomicon,https://vrchat.com/home/avatar/avtr_a4a98039-e32b-4915-8663-a1d73c17f3fa,https://vrchat.com/home/avatar/avtr_a4a98039-e32b-4915-8663-a1d73c17f3fa,avatar,0014,
0015,달리기 Akyo,Akyo Run,초코민트류,,ugai,https://vrchat.com/home/avatar/avtr_3b1ca729-b513-4fb6-9beb-127763696f53,https://vrchat.com/home/avatar/avtr_3b1ca729-b513-4fb6-9beb-127763696f53,avatar,0015,
0016,밸브 Akyo,Akyo Valve,초코민트류,,ugai,https://vrchat.com/home/avatar/avtr_37f03e0b-fa7e-4edc-8c15-062407d6998c,https://vrchat.com/home/avatar/avtr_37f03e0b-fa7e-4edc-8c15-062407d6998c,avatar,0016,
0017,N/A,Akyo,"초코민트류,기믹・특수",수수께끼의 Akyo,ugai,https://vrchat.com/home/avatar/avtr_19cb8afc-cda5-416f-a590-726a33f634b4,https://vrchat.com/home/avatar/avtr_19cb8afc-cda5-416f-a590-726a33f634b4,avatar,0017,
0018,휴머노이드 Akyo,Humanoid Akyo v1․71 Multi Clothes,"동물,동물/인간,Booth,Booth/아바타",,ugai,https://vrchat.com/home/avatar/avtr_4ddbe005-72e1-478d-848a-25bf5e4972c0,https://vrchat.com/home/avatar/avtr_4ddbe005-72e1-478d-848a-25bf5e4972c0,avatar,0018,https://booth.pm/ja/items/1738171
0019,키츠네츠키식 여우 Akyo,KTNTK_Akyo,"동물,동물/여우,Booth,Booth/아바타",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_84179c75-7975-4f15-955b-c1f94a211bbe,https://vrchat.com/home/avatar/avtr_84179c75-7975-4f15-955b-c1f94a211bbe,avatar,0019,https://booth.pm/ja/items/5615337
0020,키츠네츠키식 유령 여우 Akyo,sAKYOn_Ghost,"동물,동물/여우,가상의 존재,가상의 존재/요괴・유령",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_f9365ef3-351c-4abf-b4b8-5e09e49b13c4,https://vrchat.com/home/avatar/avtr_f9365ef3-351c-4abf-b4b8-5e09e49b13c4,avatar,0020,
0021,키츠네츠키식 녹은 여우 Akyo,Melt_sakyon,"동물,동물/여우",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_32eff565-39cc-46bb-883a-5b25473d095c,https://vrchat.com/home/avatar/avtr_32eff565-39cc-46bb-883a-5b25473d095c,avatar,0021,
0022,키츠네츠키식 다리긴 여우 Akyo,sAKYOn_？,"동물,동물/여우",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_29c2973e-8181-4fa7-8e12-f0578d2727ea,https://vrchat.com/home/avatar/avtr_29c2973e-8181-4fa7-8e12-f0578d2727ea,avatar,0022,
0023,우가이츠 Akyo,Uuga Eats,"초코민트류,신분・역할,신분・역할/배달원",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_9f160901-c9cf-4329-b021-e29b7dbffd0e,https://vrchat.com/home/avatar/avtr_9f160901-c9cf-4329-b021-e29b7dbffd0e,avatar,0023,
0024,아쿄엔겔리온 Akyo,Akyongelion Type-08,"탈것,무기・기계",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_fd9889b7-dcfd-4056-8e95-606d4a14ec70,https://vrchat.com/home/avatar/avtr_fd9889b7-dcfd-4056-8e95-606d4a14ec70,avatar,0024,
0025,아쿄스 Akyo,Akyosu,"패러디,패러디/에반게리온",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_37ccdd47-0bf3-4ea5-b279-4fcff01f3c51,https://vrchat.com/home/avatar/avtr_37ccdd47-0bf3-4ea5-b279-4fcff01f3c51,avatar,0025,
0026,동충하초 Akyo,Toutyuakyo_冬虫亜京,"동물,동물/벌레,계절・행사",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_c1bded47-4a5f-4f89-8ec9-142f8a7db49a,https://vrchat.com/home/avatar/avtr_c1bded47-4a5f-4f89-8ec9-142f8a7db49a,avatar,0026,
0027,숟가락포크 Akyo,spoon_fork_akyo,도구・문구・생활용품,,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_800ba63a-2ac7-4f4c-80da-16a2880e7972,https://vrchat.com/home/avatar/avtr_800ba63a-2ac7-4f4c-80da-16a2880e7972,avatar,0027,
0028,로봇 Akyo（샘플）,AkyoRobotSample,"무기・기계,전자,Booth,Booth/아바타",,n777,https://vrchat.com/home/avatar/avtr_f639a269-adb1-4506-9209-6631ce4201c6,https://vrchat.com/home/avatar/avtr_f639a269-adb1-4506-9209-6631ce4201c6,avatar,0028,https://booth.pm/ja/items/5535632
0029,더플코트 Akyo,Duffel coat_Akyo,"초코민트류,패션,패션/두꺼운 옷",,isamu_masashi,https://vrchat.com/home/avatar/avtr_9ec28f7b-9f5a-433a-9422-d7578368a679,https://vrchat.com/home/avatar/avtr_9ec28f7b-9f5a-433a-9422-d7578368a679,avatar,0029,
0030,다운조끼 Akyo,Downvest_Akyo,"초코민트류,패션,패션/두꺼운 옷",,isamu_masashi,https://vrchat.com/home/avatar/avtr_40663914-34fa-48d8-b355-e69c2c64e294,https://vrchat.com/home/avatar/avtr_40663914-34fa-48d8-b355-e69c2c64e294,avatar,0030,
0031,레이마치 Akyo,RaymarchAkyo,초코민트류,,NEET ENGINEER,https://vrchat.com/home/avatar/avtr_a6026732-c88e-4cc0-8d32-72d90fafe959,https://vrchat.com/home/avatar/avtr_a6026732-c88e-4cc0-8d32-72d90fafe959,avatar,0031,
0032,룩 Akyo,LookAkyo,"초코민트류,기믹・특수",,NEET ENGINEER,https://vrchat.com/home/avatar/avtr_0eca2798-47a4-4dc3-92b7-0ede4f254bb6,https://vrchat.com/home/avatar/avtr_0eca2798-47a4-4dc3-92b7-0ede4f254bb6,avatar,0032,
0033,신비의 Akyo,akyo_mystic,기믹・특수,,Bangasa,https://vrchat.com/home/avatar/avtr_b2ba6d63-146f-41e5-9dc7-f5dd335ff53a,https://vrchat.com/home/avatar/avtr_b2ba6d63-146f-41e5-9dc7-f5dd335ff53a,avatar,0033,
0034,갯민숭달팽이 Akyo,UMIUSHI_AKYO_BLUE,"동물,동물/바다민달팽이,동물/해양생물",,Bangasa,https://vrchat.com/home/avatar/avtr_c6b41a46-f18b-4c6a-8f4c-0694b8e10a95,https://vrchat.com/home/avatar/avtr_c6b41a46-f18b-4c6a-8f4c-0694b8e10a95,avatar,0034,
0035,신비의 갯민숭달팽이 Akyo,akyo_mystic_umiushi,"동물,동물/바다민달팽이,기믹・특수,동물/해양생물",,Bangasa,https://vrchat.com/home/avatar/avtr_01f41d9a-80e9-4463-bea1-8fee85f3829d,https://vrchat.com/home/avatar/avtr_01f41d9a-80e9-4463-bea1-8fee85f3829d,avatar,0035,
0036,네오 갯민숭달팽이 Akyo,neo_umiushi_akyo,"동물,동물/바다민달팽이,동물/해양생물",,Bangasa,https://vrchat.com/home/avatar/avtr_18efa753-234b-458d-85b0-0d745d22987f,https://vrchat.com/home/avatar/avtr_18efa753-234b-458d-85b0-0d745d22987f,avatar,0036,
0037,벌레잡이통풀 Akyo,ウツボカズラAkyo,식물,,teramo,https://vrchat.com/home/avatar/avtr_73339a9a-4bf5-4944-a601-e15d95aad67b,https://vrchat.com/home/avatar/avtr_73339a9a-4bf5-4944-a601-e15d95aad67b,avatar,0037,
0038,툰 Akyo,Toon Akyo!,"기믹・특수,패러디,패러디/디즈니",,teramo,https://vrchat.com/home/avatar/avtr_cd27aba2-7447-4dc6-ba38-560e8e132ff2,https://vrchat.com/home/avatar/avtr_cd27aba2-7447-4dc6-ba38-560e8e132ff2,avatar,0038,
0039,선인장 Akyo,アキョテン,식물,,teramo,https://vrchat.com/home/avatar/avtr_d7b18086-59bd-4e4d-877a-dd5091eeb481,https://vrchat.com/home/avatar/avtr_d7b18086-59bd-4e4d-877a-dd5091eeb481,avatar,0039,
0040,로스트 Akyo,Roast_Akyo,"음식,음식/고기",,teramo,https://vrchat.com/home/avatar/avtr_39d3a34e-ac77-44ef-8023-cb890f79cc5b,https://vrchat.com/home/avatar/avtr_39d3a34e-ac77-44ef-8023-cb890f79cc5b,avatar,0040,
0041,망태버섯 Akyo,キヌガサAkyo,균류,,teramo,https://vrchat.com/home/avatar/avtr_d90c1af0-58bb-43bc-aa8b-c8d51e25114c,https://vrchat.com/home/avatar/avtr_d90c1af0-58bb-43bc-aa8b-c8d51e25114c,avatar,0041,
0042,64 폴리곤 Akyo,64Akyo,"로우폴리,기믹・특수",色変更可能,teramo,https://vrchat.com/home/avatar/avtr_1c2eee3d-8d73-465b-bc66-551fcdff3dc1,https://vrchat.com/home/avatar/avtr_1c2eee3d-8d73-465b-bc66-551fcdff3dc1,avatar,0042,
0043,작은개미핥기 Akyo,ミナミコアリクイAkyo,"동물,동물/개미핥기,Booth,Booth/아바타",,teramo,https://vrchat.com/home/avatar/avtr_03c93715-e49f-4992-969a-aec9f3d7682d,https://vrchat.com/home/avatar/avtr_03c93715-e49f-4992-969a-aec9f3d7682d,avatar,0043,https://booth.pm/ja/items/5982000
0044,이끼 Akyo,Moss,"식물,식물/이끼,Booth,Booth/아바타",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_7e4418e8-a734-4072-99c3-8653c755aaa8,https://vrchat.com/home/avatar/avtr_7e4418e8-a734-4072-99c3-8653c755aaa8,avatar,0044,https://booth.pm/ja/items/6812160
0045,나뭇결 Akyo,Wood,"식물,소재・원재료,소재・원재료/식물,소재・원재료/식물/나무,형태・촉감,형태・촉감/단단한",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_415137aa-5cbf-4027-b9b9-668303cc2f70,https://vrchat.com/home/avatar/avtr_415137aa-5cbf-4027-b9b9-668303cc2f70,avatar,0045,
0046,대리석 Akyo,Marble,"소재・원재료,소재・원재료/돌,형태・촉감,형태・촉감/단단한",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_1501f28e-a6db-4a5e-8968-1da53a1a961d,https://vrchat.com/home/avatar/avtr_1501f28e-a6db-4a5e-8968-1da53a1a961d,avatar,0046,
0047,곤약 Akyo,konjacAkyo,음식,목이 움직인다,ごまシフォン,https://vrchat.com/home/avatar/avtr_ca72a3f4-082b-4f5e-99b2-cf6abedfcd73,https://vrchat.com/home/avatar/avtr_ca72a3f4-082b-4f5e-99b2-cf6abedfcd73,avatar,0047,
0048,UFO Akyo,UFAkyo,"탈것,탈것/항공,정체불명의 UMAkyo,환경・날씨,환경・날씨/우주,기능・특성,기능・특성/산소결핍 내성,기능・특성/무중력 내성,기믹・특수",,nekononomicon,https://vrchat.com/home/avatar/avtr_6f73a233-3ed2-4c81-98d9-aaff1fc477cd,https://vrchat.com/home/avatar/avtr_6f73a233-3ed2-4c81-98d9-aaff1fc477cd,avatar,0048,
0049,조사선 MU-KYO,調査船MU-KYO,"탈것,패러디,패러디/Muy",,nekononomicon,https://vrchat.com/home/avatar/avtr_98bd2b2f-991e-42d2-86b5-ca576f02032a,https://vrchat.com/home/avatar/avtr_98bd2b2f-991e-42d2-86b5-ca576f02032a,avatar,0049,
0050,Just 군고구마 Akyo,JustやきいもAkyo,"음식,기믹・특수,음식/요리",,nekononomicon,https://vrchat.com/home/avatar/avtr_a2195b1e-688e-4d15-b144-4daa9982c00d,https://vrchat.com/home/avatar/avtr_a2195b1e-688e-4d15-b144-4daa9982c00d,avatar,0050,
0051,레몬 Akyo,レモンAkyo,"음식,음식/과일",,nekononomicon,https://vrchat.com/home/avatar/avtr_900b8728-f5d5-41dd-abe8-d28e866231ae,https://vrchat.com/home/avatar/avtr_900b8728-f5d5-41dd-abe8-d28e866231ae,avatar,0051,
0052,염소 Akyo,％＆＠＄＃ヤギAkyo,"동물,동물/염소,Booth,Booth/아바타",,nekononomicon,https://vrchat.com/home/avatar/avtr_82097fe1-f3fd-4755-b45b-a86c01ad6a49,https://vrchat.com/home/avatar/avtr_82097fe1-f3fd-4755-b45b-a86c01ad6a49,avatar,0052,https://booth.pm/ja/items/6420432
0053,데빌 염소 Akyo,デビルヤギAkyo,"동물,동물/염소,가상의 존재,가상의 존재/악마",,nekononomicon,https://vrchat.com/home/avatar/avtr_21d65ba5-081c-454e-8124-7aade9ef1a95,https://vrchat.com/home/avatar/avtr_21d65ba5-081c-454e-8124-7aade9ef1a95,avatar,0053,
0054,치즈규동 Akyo,cheese_gyuakyo_v0․9,"음식,음식/요리,음식/고기",,Hawawa9,https://vrchat.com/home/avatar/avtr_c2ba2bf3-942b-49c1-b22a-ff1dbd041d04,https://vrchat.com/home/avatar/avtr_c2ba2bf3-942b-49c1-b22a-ff1dbd041d04,avatar,0054,
0055,가죽 Akyo,皮Akyo,"동물,동물/여우,소재・원재료,형태・촉감,형태・촉감/부드러운,소재・원재료/동물,실사",리얼 여우 Akyo라고 한다,甘水あみ,https://vrchat.com/home/avatar/avtr_ccddd5fd-df57-47fa-b7ab-a3e0c868a4e7,https://vrchat.com/home/avatar/avtr_ccddd5fd-df57-47fa-b7ab-a3e0c868a4e7,avatar,0055,
0056,고기 Akyo,肉Akyo,"동물,동물/여우,음식,음식/고기,실사",,甘水あみ,https://vrchat.com/home/avatar/avtr_189e56d5-4ce0-4d9a-b965-e3b0f8056fb5,https://vrchat.com/home/avatar/avtr_189e56d5-4ce0-4d9a-b965-e3b0f8056fb5,avatar,0056,
0057,토피어리 Akyo,トピアリーAkyo,식물,,甘水あみ,https://vrchat.com/home/avatar/avtr_1689b5fa-6a1e-4fbb-ae53-f74ac3f3c150,https://vrchat.com/home/avatar/avtr_1689b5fa-6a1e-4fbb-ae53-f74ac3f3c150,avatar,0057,
0058,사이버 Akyo,CyberAkyo,"초코민트류,패러디,패러디/Cyberpunk,전자",,Holimond.jp,https://vrchat.com/home/avatar/avtr_130cc445-7bbe-4477-8b47-eae583097c5f,https://vrchat.com/home/avatar/avtr_130cc445-7bbe-4477-8b47-eae583097c5f,avatar,0058,
0059,육자대 Akyo,陸自Akyo,"신분・역할,신분・역할/병사,신분・역할/공무원,패션,패션/위장",,long-potato,https://vrchat.com/home/avatar/avtr_2d80cf2e-afd4-464a-824e-27f38d4165de,https://vrchat.com/home/avatar/avtr_2d80cf2e-afd4-464a-824e-27f38d4165de,avatar,0059,
0060,농kyo,NOKYO,"신분・역할,신분・역할/농부,도구・문구・생활용품",,long-potato,https://vrchat.com/home/avatar/avtr_cb7a3393-d5e0-4580-9ab3-de2f34a25ee3,https://vrchat.com/home/avatar/avtr_cb7a3393-d5e0-4580-9ab3-de2f34a25ee3,avatar,0060,
0061,삼나무이끼 Akyo,sugigokeakyo,"식물,식물/이끼",,long-potato,https://vrchat.com/home/avatar/avtr_d486c325-a03c-4e3f-8162-62b49a2ef279,https://vrchat.com/home/avatar/avtr_d486c325-a03c-4e3f-8162-62b49a2ef279,avatar,0061,
0062,개복치 Akyo,ManbowAkyo,"동물,동물/물고기,동물/해양생물",,long-potato,https://vrchat.com/home/avatar/avtr_1063161d-4535-4896-b797-0f5ba63042b8,https://vrchat.com/home/avatar/avtr_1063161d-4535-4896-b797-0f5ba63042b8,avatar,0062,
0063,와일즈 Akyo,ワイルズAkyo,"초코민트류,로우폴리",,long-potato,https://vrchat.com/home/avatar/avtr_78e8ae99-4c21-428b-9e05-1ec42a74102a,https://vrchat.com/home/avatar/avtr_78e8ae99-4c21-428b-9e05-1ec42a74102a,avatar,0063,
0064,데님 Akyo,Akyo_Denim,"소재・원재료,형태・촉감,형태・촉감/부드러운",,らど/rado1031,https://vrchat.com/home/avatar/avtr_4b4a1951-c15d-4adf-833f-dbe11d3e0752,https://vrchat.com/home/avatar/avtr_4b4a1951-c15d-4adf-833f-dbe11d3e0752,avatar,0064,
0065,마그마 Akyo,Akyo_Magma,"소재・원재료,소재・원재료/돌,형태・촉감,형태・촉감/단단한",,らど/rado1031,https://vrchat.com/home/avatar/avtr_e2e85e82-5f1e-4557-a957-bed11f0c9f7a,https://vrchat.com/home/avatar/avtr_e2e85e82-5f1e-4557-a957-bed11f0c9f7a,avatar,0065,
0066,감시자 Akyo,Akyo_Watcher,기믹・특수,,らど/rado1031,https://vrchat.com/home/avatar/avtr_4d4cb080-6d17-4898-8d18-3910bb2b2007,https://vrchat.com/home/avatar/avtr_4d4cb080-6d17-4898-8d18-3910bb2b2007,avatar,0066,
0067,스텔스 Akyo,Akyo_Stealth,"소재・원재료,형태・촉감,형태・촉감/부드러운,패션,패션/위장",,らど/rado1031,https://vrchat.com/home/avatar/avtr_8f0a7c2d-4c8f-47ff-98cd-479a99b155d4,https://vrchat.com/home/avatar/avtr_8f0a7c2d-4c8f-47ff-98cd-479a99b155d4,avatar,0067,
0068,TIA 셔츠 Akyo,Akyo_Shirt_TIA,"초코민트류,기믹・특수",'THIS IS AKYO!' 셔츠를 입은 Akyo,らど/rado1031,https://vrchat.com/home/avatar/avtr_900b9f1b-9400-4167-884c-04ead786ce0c,https://vrchat.com/home/avatar/avtr_900b9f1b-9400-4167-884c-04ead786ce0c,avatar,0068,
0069,에러 Akyo,errorAkyo,기믹・특수,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_c784d244-57e3-4cd8-8cde-62c6438ee161,https://vrchat.com/home/avatar/avtr_c784d244-57e3-4cd8-8cde-62c6438ee161,avatar,0069,
0070,고양이입니다 Akyo,AKYo-040-jp,"패러디,패러디/SCP,동물,동물/고양이",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_c7806ddb-31a4-454b-a3e7-1402214190bf,https://vrchat.com/home/avatar/avtr_c7806ddb-31a4-454b-a3e7-1402214190bf,avatar,0070,
0071,모나리자 Akyo,monAkyoriza,"초코민트류,예술・아트",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_5dec48b1-73e1-4d09-98bc-f4439d1db740,https://vrchat.com/home/avatar/avtr_5dec48b1-73e1-4d09-98bc-f4439d1db740,avatar,0071,
0072,TV Akyo,TVideoAkyo,"초코민트류,무기・기계,가전・가구",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_2ea366db-004f-4502-b613-700bd7478e74,https://vrchat.com/home/avatar/avtr_2ea366db-004f-4502-b613-700bd7478e74,avatar,0072,
0073,즌다몬 Akyo,Akyodamon_yousei,"패러디,패러디/즌다몬",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_7fcde9bb-0dba-4e81-8457-ca29ada051d1,https://vrchat.com/home/avatar/avtr_7fcde9bb-0dba-4e81-8457-ca29ada051d1,avatar,0073,
0074,느긋한 아누비스 Akyo,Yurumeno_Akyobis,"가상의 존재,가상의 존재/천사・신",네기상 스타일 아누비스 Akyo,葱 potipoti93,https://vrchat.com/home/avatar/avtr_1d8a7298-ac5c-4a47-91db-0ff2f6f2e07a,https://vrchat.com/home/avatar/avtr_1d8a7298-ac5c-4a47-91db-0ff2f6f2e07a,avatar,0074,
0075,선거포스터 Akyo,senAkyoposter,"초코민트류,예술・아트",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_f4f0dad1-98e9-4c57-a6f3-2bf7b37a5c58,https://vrchat.com/home/avatar/avtr_f4f0dad1-98e9-4c57-a6f3-2bf7b37a5c58,avatar,0075,
0076,설탕 Akyo,SugarpotAkyo,조미료,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_6ec37955-3998-4ad5-bb0c-44e0e3b1a5cd,https://vrchat.com/home/avatar/avtr_6ec37955-3998-4ad5-bb0c-44e0e3b1a5cd,avatar,0076,
0077,벡신스키 Akyo,BeksinskiAkyo,예술・아트,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_4d10865e-3bd5-488c-9f72-65724e6b58bb,https://vrchat.com/home/avatar/avtr_4d10865e-3bd5-488c-9f72-65724e6b58bb,avatar,0077,
0078,터렛 Akyo,TurretAkyo,무기・기계,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_e17fe2a3-c351-4ca8-8e90-10ea077019cc,https://vrchat.com/home/avatar/avtr_e17fe2a3-c351-4ca8-8e90-10ea077019cc,avatar,0078,
0079,게가 되고 싶은 Akyo,KanininaritaiAkyo,"동물,동물/게,동물/해양생물",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_b0c29ba2-2c8f-496d-abcf-6693567db8a5,https://vrchat.com/home/avatar/avtr_b0c29ba2-2c8f-496d-abcf-6693567db8a5,avatar,0079,
0080,르네 Akyo,Rene_MAkyoritte,"동물,동물/물고기,예술・아트,동물/해양생물",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_4bbdb42f-e1ff-4609-94df-bdf905b830fc,https://vrchat.com/home/avatar/avtr_4bbdb42f-e1ff-4609-94df-bdf905b830fc,avatar,0080,
0081,카벙클 Akyo,カーバンクルAkyo,"가상의 존재,가상의 존재/환수・정령,Booth,Booth/아바타",,幻遊童子,https://vrchat.com/home/avatar/avtr_386955dc-f23f-47e6-aefd-5a51871b64d2,https://vrchat.com/home/avatar/avtr_386955dc-f23f-47e6-aefd-5a51871b64d2,avatar,0081,https://booth.pm/ja/items/5958204
0082,DDT-AKYO,DDT-AKYO,"패러디,패러디/동동점",,スケタ_,https://vrchat.com/home/avatar/avtr_ede60d3a-1aa4-4615-98cb-72b765231feb,https://vrchat.com/home/avatar/avtr_ede60d3a-1aa4-4615-98cb-72b765231feb,avatar,0082,
0083,두더지 Akyo,もぐらAkyo,"동물,동물/두더지,Booth,Booth/아바타",,スケタ_,https://vrchat.com/home/avatar/avtr_f7f10558-f0d3-43c2-996a-027264644d10,https://vrchat.com/home/avatar/avtr_f7f10558-f0d3-43c2-996a-027264644d10,avatar,0083,https://suketa.booth.pm/items/5696318
0084,코끼리해파리 Akyo,ゾウクラゲAkyo,"동물,동물/해파리,동물/해양생물,Booth,Booth/아바타",,スケタ_,https://vrchat.com/home/avatar/avtr_d44f6860-c79f-41ab-b7a8-cb7cc9b4ee89,https://vrchat.com/home/avatar/avtr_d44f6860-c79f-41ab-b7a8-cb7cc9b4ee89,avatar,0084,https://suketa.booth.pm/items/5929142
0085,타코스 Akyo,タコスAkyo,"음식,음식/요리,Booth,Booth/아바타",,スケタ_,https://vrchat.com/home/avatar/avtr_7deaf4fd-fb4d-4e53-8471-b84d2ce584a4,https://vrchat.com/home/avatar/avtr_7deaf4fd-fb4d-4e53-8471-b84d2ce584a4,avatar,0085,https://booth.pm/ja/items/6014245
0086,만약 피아노가 될 수 있다면 Akyo,もしもピアノになれたならAkyo,"음악・악기,소원",,よーつーよぼー,https://vrchat.com/home/avatar/avtr_9c938fc7-943c-4cc5-a70c-3c20882898c4,https://vrchat.com/home/avatar/avtr_9c938fc7-943c-4cc5-a70c-3c20882898c4,avatar,0086,
0087,스쿨미즈 Akyo,スク水あきょう,"패션,패션/수영복,학교",,syuninn39,https://vrchat.com/home/avatar/avtr_0f95048d-98e0-4b42-91fc-6c011037166f,https://vrchat.com/home/avatar/avtr_0f95048d-98e0-4b42-91fc-6c011037166f,avatar,0087,
0088,가든일 Akyo,ちんあきょー,"동물,동물/물고기,동물/해양생물",,syuninn39,https://vrchat.com/home/avatar/avtr_6f1d2dab-b56a-456c-87ab-bf1d22913e41,https://vrchat.com/home/avatar/avtr_6f1d2dab-b56a-456c-87ab-bf1d22913e41,avatar,0088,
