ID,Nickname,AvatarName,Category,Comment,Author,AvatarURL,SourceURL,EntryType,DisplaySerial,BoothURL
0011,Super Versatile Akyo,スーパー汎用Akyo,"Mint Chocolate,Gimmick・Special","Born from a desire to spread the default Akyo, this feature-packed Akyo offers a wide range of functions including expressions, pen tools, flight, sleep, and piggyback rides.",nekononomicon,https://vrchat.com/home/avatar/avtr_e861e3c4-5227-4b65-8d1a-813d9f6fcffe,https://vrchat.com/home/avatar/avtr_e861e3c4-5227-4b65-8d1a-813d9f6fcffe,avatar,,
0012,Super Staff Akyo,スーパースタッフAkyo,"Mint Chocolate,Gimmick・Special","Akyo for event staff, where staff functions are normally locked for security reasons.",nekononomicon,https://vrchat.com/home/avatar/avtr_83cb1a9e-9997-4f97-b737-83be2daa62c5,https://vrchat.com/home/avatar/avtr_83cb1a9e-9997-4f97-b737-83be2daa62c5,avatar,,
0013,Super Warp Akyo,スーパーワープAkyo,"Mint Chocolate,Gimmick・Special","Akyo learned warp. In Quest, she can warp by having a PC user carry her.",nekononomicon,https://vrchat.com/home/avatar/avtr_0f22cd8e-2cb8-408c-8308-8d5fa2d11dcb,https://vrchat.com/home/avatar/avtr_0f22cd8e-2cb8-408c-8308-8d5fa2d11dcb,avatar,,
0014,Super Flying Delivery Akyo,スーパーフライング運送Akyo,"Mint Chocolate,Gimmick・Special",Akyo has mastered flying delivery. The box lid can be opened and closed. Super Delivery Akyo is also said to exist.,nekononomicon,https://vrchat.com/home/avatar/avtr_a4a98039-e32b-4915-8663-a1d73c17f3fa,https://vrchat.com/home/avatar/avtr_a4a98039-e32b-4915-8663-a1d73c17f3fa,avatar,,
0015,Run Akyo,Akyo Run,Mint Chocolate,,ugai,https://vrchat.com/home/avatar/avtr_3b1ca729-b513-4fb6-9beb-127763696f53,https://vrchat.com/home/avatar/avtr_3b1ca729-b513-4fb6-9beb-127763696f53,avatar,,
0016,Valve Akyo,Akyo Valve,Mint Chocolate,,ugai,https://vrchat.com/home/avatar/avtr_37f03e0b-fa7e-4edc-8c15-062407d6998c,https://vrchat.com/home/avatar/avtr_37f03e0b-fa7e-4edc-8c15-062407d6998c,avatar,,
0017,N/A,Akyo,"Mint Chocolate,Gimmick・Special",Mysterious Akyo,ugai,https://vrchat.com/home/avatar/avtr_19cb8afc-cda5-416f-a590-726a33f634b4,https://vrchat.com/home/avatar/avtr_19cb8afc-cda5-416f-a590-726a33f634b4,avatar,,
0018,Humanoid Akyo,Humanoid Akyo v1․71 Multi Clothes,"Animal,Human",,ugai,https://vrchat.com/home/avatar/avtr_4ddbe005-72e1-478d-848a-25bf5e4972c0,https://vrchat.com/home/avatar/avtr_4ddbe005-72e1-478d-848a-25bf5e4972c0,avatar,,
0019,Kitsunetsuki's Fox Akyo,KTNTK_Akyo,"Animal,Animal/Fox",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_84179c75-7975-4f15-955b-c1f94a211bbe,https://vrchat.com/home/avatar/avtr_84179c75-7975-4f15-955b-c1f94a211bbe,avatar,,
0020,Kitsunetsuki's Ghost Fox Akyo,sAKYOn_Ghost,"Animal,Animal/Fox,Fictional Being,Fictional Being/Yokai・Ghost",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_f9365ef3-351c-4abf-b4b8-5e09e49b13c4,https://vrchat.com/home/avatar/avtr_f9365ef3-351c-4abf-b4b8-5e09e49b13c4,avatar,,
0021,Kitsunetsuki's Melted Fox Akyo,Melt_sakyon,"Animal,Animal/Fox",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_32eff565-39cc-46bb-883a-5b25473d095c,https://vrchat.com/home/avatar/avtr_32eff565-39cc-46bb-883a-5b25473d095c,avatar,,
0022,Kitsunetsuki's Long-Leg Fox Akyo,sAKYOn_？,"Animal,Animal/Fox",,kitsune_tsuki,https://vrchat.com/home/avatar/avtr_29c2973e-8181-4fa7-8e12-f0578d2727ea,https://vrchat.com/home/avatar/avtr_29c2973e-8181-4fa7-8e12-f0578d2727ea,avatar,,
0023,Uuga Eats Akyo,Uuga Eats,"Mint Chocolate,Role・Status,Role・Status/Delivery Worker",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_9f160901-c9cf-4329-b021-e29b7dbffd0e,https://vrchat.com/home/avatar/avtr_9f160901-c9cf-4329-b021-e29b7dbffd0e,avatar,,
0024,Akyongelion,Akyongelion Type-08,"Vehicle,Military・Weapons",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_fd9889b7-dcfd-4056-8e95-606d4a14ec70,https://vrchat.com/home/avatar/avtr_fd9889b7-dcfd-4056-8e95-606d4a14ec70,avatar,,
0025,Akyosu,Akyosu,"Parody,Parody/Evangelion",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_37ccdd47-0bf3-4ea5-b279-4fcff01f3c51,https://vrchat.com/home/avatar/avtr_37ccdd47-0bf3-4ea5-b279-4fcff01f3c51,avatar,,
0026,Cordyceps Akyo,Toutyuakyo_冬虫亜京,"Animal,Animal/Bug,Season・Event",,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_c1bded47-4a5f-4f89-8ec9-142f8a7db49a,https://vrchat.com/home/avatar/avtr_c1bded47-4a5f-4f89-8ec9-142f8a7db49a,avatar,,
0027,Spoon Fork Akyo,spoon_fork_akyo,Daily Necessities,,bbbbb_himiko,https://vrchat.com/home/avatar/avtr_800ba63a-2ac7-4f4c-80da-16a2880e7972,https://vrchat.com/home/avatar/avtr_800ba63a-2ac7-4f4c-80da-16a2880e7972,avatar,,
0028,Robot Akyo（Sample）,AkyoRobotSample,"Military・Weapons,Electronic",,n777,https://vrchat.com/home/avatar/avtr_f639a269-adb1-4506-9209-6631ce4201c6,https://vrchat.com/home/avatar/avtr_f639a269-adb1-4506-9209-6631ce4201c6,avatar,,
0029,Duffle Coat Akyo,Duffel coat_Akyo,"Mint Chocolate,Fashion,Fashion/Warm Clothing",,isamu_masashi,https://vrchat.com/home/avatar/avtr_9ec28f7b-9f5a-433a-9422-d7578368a679,https://vrchat.com/home/avatar/avtr_9ec28f7b-9f5a-433a-9422-d7578368a679,avatar,,
0030,Down Vest Akyo,Downvest_Akyo,"Mint Chocolate,Fashion,Fashion/Warm Clothing",,isamu_masashi,https://vrchat.com/home/avatar/avtr_40663914-34fa-48d8-b355-e69c2c64e294,https://vrchat.com/home/avatar/avtr_40663914-34fa-48d8-b355-e69c2c64e294,avatar,,
0031,Raymarch Akyo,RaymarchAkyo,Mint Chocolate,,NEET ENGINEER,https://vrchat.com/home/avatar/avtr_a6026732-c88e-4cc0-8d32-72d90fafe959,https://vrchat.com/home/avatar/avtr_a6026732-c88e-4cc0-8d32-72d90fafe959,avatar,,
0032,Look Akyo,LookAkyo,"Mint Chocolate,Gimmick・Special",,NEET ENGINEER,https://vrchat.com/home/avatar/avtr_0eca2798-47a4-4dc3-92b7-0ede4f254bb6,https://vrchat.com/home/avatar/avtr_0eca2798-47a4-4dc3-92b7-0ede4f254bb6,avatar,,
0033,Mystic Akyo,akyo_mystic,Gimmick・Special,,Bangasa,https://vrchat.com/home/avatar/avtr_b2ba6d63-146f-41e5-9dc7-f5dd335ff53a,https://vrchat.com/home/avatar/avtr_b2ba6d63-146f-41e5-9dc7-f5dd335ff53a,avatar,,
0034,Sea Slug Akyo,UMIUSHI_AKYO_BLUE,"Animal,Animal/Sea Slug,Animal/Marine Life",,Bangasa,https://vrchat.com/home/avatar/avtr_c6b41a46-f18b-4c6a-8f4c-0694b8e10a95,https://vrchat.com/home/avatar/avtr_c6b41a46-f18b-4c6a-8f4c-0694b8e10a95,avatar,,
0035,Mystic Sea Slug Akyo,akyo_mystic_umiushi,"Animal,Animal/Sea Slug,Gimmick・Special,Animal/Marine Life",,Bangasa,https://vrchat.com/home/avatar/avtr_01f41d9a-80e9-4463-bea1-8fee85f3829d,https://vrchat.com/home/avatar/avtr_01f41d9a-80e9-4463-bea1-8fee85f3829d,avatar,,
0036,Neo Sea Slug Akyo,neo_umiushi_akyo,"Animal,Animal/Sea Slug,Animal/Marine Life",,Bangasa,https://vrchat.com/home/avatar/avtr_18efa753-234b-458d-85b0-0d745d22987f,https://vrchat.com/home/avatar/avtr_18efa753-234b-458d-85b0-0d745d22987f,avatar,,
0037,Pitcher Plant Akyo,ウツボカズラAkyo,Plant,,teramo,https://vrchat.com/home/avatar/avtr_73339a9a-4bf5-4944-a601-e15d95aad67b,https://vrchat.com/home/avatar/avtr_73339a9a-4bf5-4944-a601-e15d95aad67b,avatar,,
0038,Toon Akyo,Toon Akyo!,"Gimmick・Special,Parody,Parody/Disney",,teramo,https://vrchat.com/home/avatar/avtr_cd27aba2-7447-4dc6-ba38-560e8e132ff2,https://vrchat.com/home/avatar/avtr_cd27aba2-7447-4dc6-ba38-560e8e132ff2,avatar,,
0039,Cactus Akyo,アキョテン,Plant,,teramo,https://vrchat.com/home/avatar/avtr_d7b18086-59bd-4e4d-877a-dd5091eeb481,https://vrchat.com/home/avatar/avtr_d7b18086-59bd-4e4d-877a-dd5091eeb481,avatar,,
0040,Roast Akyo,Roast_Akyo,"Food,Meat",,teramo,https://vrchat.com/home/avatar/avtr_39d3a34e-ac77-44ef-8023-cb890f79cc5b,https://vrchat.com/home/avatar/avtr_39d3a34e-ac77-44ef-8023-cb890f79cc5b,avatar,,
0041,Veiled Lady Mushroom Akyo,キヌガサAkyo,Fungus,,teramo,https://vrchat.com/home/avatar/avtr_d90c1af0-58bb-43bc-aa8b-c8d51e25114c,https://vrchat.com/home/avatar/avtr_d90c1af0-58bb-43bc-aa8b-c8d51e25114c,avatar,,
0042,64 Polygon Akyo,64Akyo,"Low-poly,Gimmick・Special",Color changeable,teramo,https://vrchat.com/home/avatar/avtr_1c2eee3d-8d73-465b-bc66-551fcdff3dc1,https://vrchat.com/home/avatar/avtr_1c2eee3d-8d73-465b-bc66-551fcdff3dc1,avatar,,
0043,Southern Tamandua Akyo,ミナミコアリクイAkyo,"Animal,Animal/Anteater",,teramo,https://vrchat.com/home/avatar/avtr_03c93715-e49f-4992-969a-aec9f3d7682d,https://vrchat.com/home/avatar/avtr_03c93715-e49f-4992-969a-aec9f3d7682d,avatar,,
0044,Moss Akyo,Moss,"Plant,Moss",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_7e4418e8-a734-4072-99c3-8653c755aaa8,https://vrchat.com/home/avatar/avtr_7e4418e8-a734-4072-99c3-8653c755aaa8,avatar,,
0045,Wood Akyo,Wood,"Plant,Material・Raw Material,Material・Raw Material/Plant,Material・Raw Material/Plant/Wood,Shape・Texture,Shape・Texture/Hard",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_415137aa-5cbf-4027-b9b9-668303cc2f70,https://vrchat.com/home/avatar/avtr_415137aa-5cbf-4027-b9b9-668303cc2f70,avatar,,
0046,Marble Akyo,Marble,"Material・Raw Material,Material・Raw Material/Stone,Shape・Texture,Shape・Texture/Hard",,カヤ（kaya）,https://vrchat.com/home/avatar/avtr_1501f28e-a6db-4a5e-8968-1da53a1a961d,https://vrchat.com/home/avatar/avtr_1501f28e-a6db-4a5e-8968-1da53a1a961d,avatar,,
0047,Konjac Akyo,konjacAkyo,Food,The neck moves,ごまシフォン,https://vrchat.com/home/avatar/avtr_ca72a3f4-082b-4f5e-99b2-cf6abedfcd73,https://vrchat.com/home/avatar/avtr_ca72a3f4-082b-4f5e-99b2-cf6abedfcd73,avatar,,
0048,UFO Akyo,UFAkyo,"Vehicle,Vehicle/Aviation,Unknown UMAkyo,Environment・Weather,Environment・Weather/Outer Space,Skill・Trait,Skill・Trait/Hypoxia Resistance,Skill・Trait/Zero-G Resistance,Gimmick・Special",,nekononomicon,https://vrchat.com/home/avatar/avtr_6f73a233-3ed2-4c81-98d9-aaff1fc477cd,https://vrchat.com/home/avatar/avtr_6f73a233-3ed2-4c81-98d9-aaff1fc477cd,avatar,,
0049,Research Vessel MU-KYO,調査船MU-KYO,"Vehicle,Parody,Parody/Muy",,nekononomicon,https://vrchat.com/home/avatar/avtr_98bd2b2f-991e-42d2-86b5-ca576f02032a,https://vrchat.com/home/avatar/avtr_98bd2b2f-991e-42d2-86b5-ca576f02032a,avatar,,
0050,Just Baked Sweet Potato Akyo,JustやきいもAkyo,"Food,Gimmick・Special,Food/Dish",,nekononomicon,https://vrchat.com/home/avatar/avtr_a2195b1e-688e-4d15-b144-4daa9982c00d,https://vrchat.com/home/avatar/avtr_a2195b1e-688e-4d15-b144-4daa9982c00d,avatar,,
0051,Lemon Akyo,レモンAkyo,"Food,Food/Fruit",,nekononomicon,https://vrchat.com/home/avatar/avtr_900b8728-f5d5-41dd-abe8-d28e866231ae,https://vrchat.com/home/avatar/avtr_900b8728-f5d5-41dd-abe8-d28e866231ae,avatar,,
0052,Goat Akyo,％＆＠＄＃ヤギAkyo,"Animal,Animal/Goat",,nekononomicon,https://vrchat.com/home/avatar/avtr_82097fe1-f3fd-4755-b45b-a86c01ad6a49,https://vrchat.com/home/avatar/avtr_82097fe1-f3fd-4755-b45b-a86c01ad6a49,avatar,,
0053,Devil Goat Akyo,デビルヤギAkyo,"Animal,Animal/Goat,Fictional Being,Devil・Succubus",,nekononomicon,https://vrchat.com/home/avatar/avtr_21d65ba5-081c-454e-8124-7aade9ef1a95,https://vrchat.com/home/avatar/avtr_21d65ba5-081c-454e-8124-7aade9ef1a95,avatar,,
0054,Cheese Gyudon Akyo,cheese_gyuakyo_v0․9,"Food,Food/Dish,Meat",,Hawawa9,https://vrchat.com/home/avatar/avtr_c2ba2bf3-942b-49c1-b22a-ff1dbd041d04,https://vrchat.com/home/avatar/avtr_c2ba2bf3-942b-49c1-b22a-ff1dbd041d04,avatar,,
0055,Skin Akyo,皮Akyo,"Animal,Animal/Fox,Material・Raw Material,Shape・Texture,Shape・Texture/Soft,Material・Raw Material/Animal,Real Photo",Regarding the real fox Akyo,甘水あみ,https://vrchat.com/home/avatar/avtr_ccddd5fd-df57-47fa-b7ab-a3e0c868a4e7,https://vrchat.com/home/avatar/avtr_ccddd5fd-df57-47fa-b7ab-a3e0c868a4e7,avatar,,
0056,Meat Akyo,肉Akyo,"Animal,Animal/Fox,Food,Meat,Real Photo",,甘水あみ,https://vrchat.com/home/avatar/avtr_189e56d5-4ce0-4d9a-b965-e3b0f8056fb5,https://vrchat.com/home/avatar/avtr_189e56d5-4ce0-4d9a-b965-e3b0f8056fb5,avatar,,
0057,Topiary Akyo,トピアリーAkyo,Plant,,甘水あみ,https://vrchat.com/home/avatar/avtr_1689b5fa-6a1e-4fbb-ae53-f74ac3f3c150,https://vrchat.com/home/avatar/avtr_1689b5fa-6a1e-4fbb-ae53-f74ac3f3c150,avatar,,
0058,Cyber Akyo,CyberAkyo,"Mint Chocolate,Parody,Parody/Cyberpunk,Electronic",,Holimond.jp,https://vrchat.com/home/avatar/avtr_130cc445-7bbe-4477-8b47-eae583097c5f,https://vrchat.com/home/avatar/avtr_130cc445-7bbe-4477-8b47-eae583097c5f,avatar,,
0059,Ground Self-Defense Force Akyo,陸自Akyo,"Role・Status,Role・Status/Soldier,Role・Status/Civil Servant,Fashion,Fashion/Camouflage",,long-potato,https://vrchat.com/home/avatar/avtr_2d80cf2e-afd4-464a-824e-27f38d4165de,https://vrchat.com/home/avatar/avtr_2d80cf2e-afd4-464a-824e-27f38d4165de,avatar,,
0060,Farmer Akyo,NOKYO,"Role・Status,Role・Status/Farmer,Daily Necessities",,long-potato,https://vrchat.com/home/avatar/avtr_cb7a3393-d5e0-4580-9ab3-de2f34a25ee3,https://vrchat.com/home/avatar/avtr_cb7a3393-d5e0-4580-9ab3-de2f34a25ee3,avatar,,
0061,Cedar Moss Akyo,sugigokeakyo,"Plant,Moss",,long-potato,https://vrchat.com/home/avatar/avtr_d486c325-a03c-4e3f-8162-62b49a2ef279,https://vrchat.com/home/avatar/avtr_d486c325-a03c-4e3f-8162-62b49a2ef279,avatar,,
0062,Sunfish Akyo,ManbowAkyo,"Animal,Animal/Fish,Animal/Marine Life",,long-potato,https://vrchat.com/home/avatar/avtr_1063161d-4535-4896-b797-0f5ba63042b8,https://vrchat.com/home/avatar/avtr_1063161d-4535-4896-b797-0f5ba63042b8,avatar,,
0063,Wiles Akyo,ワイルズAkyo,"Mint Chocolate,Low-poly",,long-potato,https://vrchat.com/home/avatar/avtr_78e8ae99-4c21-428b-9e05-1ec42a74102a,https://vrchat.com/home/avatar/avtr_78e8ae99-4c21-428b-9e05-1ec42a74102a,avatar,,
0064,Denim Akyo,Akyo_Denim,"Material・Raw Material,Shape・Texture,Shape・Texture/Soft",,らど/rado1031,https://vrchat.com/home/avatar/avtr_4b4a1951-c15d-4adf-833f-dbe11d3e0752,https://vrchat.com/home/avatar/avtr_4b4a1951-c15d-4adf-833f-dbe11d3e0752,avatar,,
0065,Magma Akyo,Akyo_Magma,"Material・Raw Material,Material・Raw Material/Stone,Shape・Texture,Shape・Texture/Hard",,らど/rado1031,https://vrchat.com/home/avatar/avtr_e2e85e82-5f1e-4557-a957-bed11f0c9f7a,https://vrchat.com/home/avatar/avtr_e2e85e82-5f1e-4557-a957-bed11f0c9f7a,avatar,,
0066,Watcher Akyo,Akyo_Watcher,Gimmick・Special,,らど/rado1031,https://vrchat.com/home/avatar/avtr_4d4cb080-6d17-4898-8d18-3910bb2b2007,https://vrchat.com/home/avatar/avtr_4d4cb080-6d17-4898-8d18-3910bb2b2007,avatar,,
0067,Stealth Akyo,Akyo_Stealth,"Material・Raw Material,Shape・Texture,Shape・Texture/Soft,Fashion,Fashion/Camouflage",,らど/rado1031,https://vrchat.com/home/avatar/avtr_8f0a7c2d-4c8f-47ff-98cd-479a99b155d4,https://vrchat.com/home/avatar/avtr_8f0a7c2d-4c8f-47ff-98cd-479a99b155d4,avatar,,
0068,TIA Shirts Akyo,Akyo_Shirt_TIA,"Mint Chocolate,Gimmick・Special",Akyo wearing a ‘THIS IS AKYO!’ shirt,らど/rado1031,https://vrchat.com/home/avatar/avtr_900b9f1b-9400-4167-884c-04ead786ce0c,https://vrchat.com/home/avatar/avtr_900b9f1b-9400-4167-884c-04ead786ce0c,avatar,,
0069,Error Akyo,errorAkyo,Gimmick・Special,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_c784d244-57e3-4cd8-8cde-62c6438ee161,https://vrchat.com/home/avatar/avtr_c784d244-57e3-4cd8-8cde-62c6438ee161,avatar,,
0070,This is Cat Akyo,AKYo-040-jp,"Parody,Parody/SCP,Animal,Animal/Cat",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_c7806ddb-31a4-454b-a3e7-1402214190bf,https://vrchat.com/home/avatar/avtr_c7806ddb-31a4-454b-a3e7-1402214190bf,avatar,,
0071,Mona Lisa Akyo,monAkyoriza,"Mint Chocolate,Art",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_5dec48b1-73e1-4d09-98bc-f4439d1db740,https://vrchat.com/home/avatar/avtr_5dec48b1-73e1-4d09-98bc-f4439d1db740,avatar,,
0072,TV Akyo,TVideoAkyo,"Mint Chocolate,Military・Weapons,Appliances・Furniture",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_2ea366db-004f-4502-b613-700bd7478e74,https://vrchat.com/home/avatar/avtr_2ea366db-004f-4502-b613-700bd7478e74,avatar,,
0073,Zundamon Akyo,Akyodamon_yousei,"Parody,Parody/Zundamon",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_7fcde9bb-0dba-4e81-8457-ca29ada051d1,https://vrchat.com/home/avatar/avtr_7fcde9bb-0dba-4e81-8457-ca29ada051d1,avatar,,
0074,Relaxed Anubis Akyo,Yurumeno_Akyobis,"Fictional Being,Fictional Being/God",Mr. Negi's Anubis Akyo,葱 potipoti93,https://vrchat.com/home/avatar/avtr_1d8a7298-ac5c-4a47-91db-0ff2f6f2e07a,https://vrchat.com/home/avatar/avtr_1d8a7298-ac5c-4a47-91db-0ff2f6f2e07a,avatar,,
0075,Election Poster Akyo,senAkyoposter,"Mint Chocolate,Art",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_f4f0dad1-98e9-4c57-a6f3-2bf7b37a5c58,https://vrchat.com/home/avatar/avtr_f4f0dad1-98e9-4c57-a6f3-2bf7b37a5c58,avatar,,
0076,Sugar Akyo,SugarpotAkyo,Seasoning,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_6ec37955-3998-4ad5-bb0c-44e0e3b1a5cd,https://vrchat.com/home/avatar/avtr_6ec37955-3998-4ad5-bb0c-44e0e3b1a5cd,avatar,,
0077,Beksinski Akyo,BeksinskiAkyo,Art,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_4d10865e-3bd5-488c-9f72-65724e6b58bb,https://vrchat.com/home/avatar/avtr_4d10865e-3bd5-488c-9f72-65724e6b58bb,avatar,,
0078,Turret Akyo,TurretAkyo,Military・Weapons,,葱 potipoti93,https://vrchat.com/home/avatar/avtr_e17fe2a3-c351-4ca8-8e90-10ea077019cc,https://vrchat.com/home/avatar/avtr_e17fe2a3-c351-4ca8-8e90-10ea077019cc,avatar,,
0079,Wanna Be Crab Akyo,KanininaritaiAkyo,"Animal,Animal/Crab,Animal/Marine Life",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_b0c29ba2-2c8f-496d-abcf-6693567db8a5,https://vrchat.com/home/avatar/avtr_b0c29ba2-2c8f-496d-abcf-6693567db8a5,avatar,,
0080,Rene Magritte Akyo,Rene_MAkyoritte,"Animal,Animal/Fish,Art,Animal/Marine Life",,葱 potipoti93,https://vrchat.com/home/avatar/avtr_4bbdb42f-e1ff-4609-94df-bdf905b830fc,https://vrchat.com/home/avatar/avtr_4bbdb42f-e1ff-4609-94df-bdf905b830fc,avatar,,
0081,Carbuncle Akyo,カーバンクルAkyo,"Fictional Being,Fictional Being/Mythical Beast・Spirit",,幻遊童子,https://vrchat.com/home/avatar/avtr_386955dc-f23f-47e6-aefd-5a51871b64d2,https://vrchat.com/home/avatar/avtr_386955dc-f23f-47e6-aefd-5a51871b64d2,avatar,,
0082,DDT-AKYO,DDT-AKYO,"Parody,Parody/Dondon-tei",,スケタ_,https://vrchat.com/home/avatar/avtr_ede60d3a-1aa4-4615-98cb-72b765231feb,https://vrchat.com/home/avatar/avtr_ede60d3a-1aa4-4615-98cb-72b765231feb,avatar,,
0083,Mole Akyo,もぐらAkyo,"Animal,Animal/Mole",,スケタ_,https://vrchat.com/home/avatar/avtr_f7f10558-f0d3-43c2-996a-027264644d10,https://vrchat.com/home/avatar/avtr_f7f10558-f0d3-43c2-996a-027264644d10,avatar,,
0084,Elephant Jellyfish Akyo,ゾウクラゲAkyo,"Animal,Animal/Jellyfish,Animal/Marine Life",,スケタ_,https://vrchat.com/home/avatar/avtr_d44f6860-c79f-41ab-b7a8-cb7cc9b4ee89,https://vrchat.com/home/avatar/avtr_d44f6860-c79f-41ab-b7a8-cb7cc9b4ee89,avatar,,
0085,Tacos Akyo,タコスAkyo,"Food,Food/Dish",,スケタ_,https://vrchat.com/home/avatar/avtr_7deaf4fd-fb4d-4e53-8471-b84d2ce584a4,https://vrchat.com/home/avatar/avtr_7deaf4fd-fb4d-4e53-8471-b84d2ce584a4,avatar,,
0086,If I Could Be a Piano Akyo,もしもピアノになれたならAkyo,"Music・Instrument,Wish",,よーつーよぼー,https://vrchat.com/home/avatar/avtr_9c938fc7-943c-4cc5-a70c-3c20882898c4,https://vrchat.com/home/avatar/avtr_9c938fc7-943c-4cc5-a70c-3c20882898c4,avatar,,
0087,School Swimsuit Akyo,スク水あきょう,"Fashion,Fashion/Swimsuit,School",,syuninn39,https://vrchat.com/home/avatar/avtr_0f95048d-98e0-4b42-91fc-6c011037166f,https://vrchat.com/home/avatar/avtr_0f95048d-98e0-4b42-91fc-6c011037166f,avatar,,
0088,Garden Eel Akyo,ちんあきょー,"Animal,Animal/Fish,Animal/Marine Life",,syuninn39,https://vrchat.com/home/avatar/avtr_6f1d2dab-b56a-456c-87ab-bf1d22913e41,https://vrchat.com/home/avatar/avtr_6f1d2dab-b56a-456c-87ab-bf1d22913e41,avatar,,
0089,Undulation Akyo,UneAkyo,Gimmick・Special,,Sau-AU,https://vrchat.com/home/avatar/avtr_63cf426a-f1df-4905-8a00-40f188e2f077,https://vrchat.com/home/avatar/avtr_63cf426a-f1df-4905-8a00-40f188e2f077,avatar,,
